experiment,operation,completed,sources,worker,sample,error,phase,count,total_ms,min_ms,max_ms
diagnostic-shared,noop,1000,1,0,1,,pins,1,27.504459,27.504459,27.504459
diagnostic-shared,noop,1000,1,0,1,,lock-held,1,103.230625,103.230625,103.230625
diagnostic-shared,edit,1000,1,0,1,,lock-wait,1,0.086667,0.086667,0.086667
diagnostic-shared,edit,1000,1,0,1,,git:for-each-ref,2,15.276125,7.4255,7.850625
diagnostic-shared,edit,1000,1,0,1,,git:cat-file,3,27.241542,8.071834,10.838458
diagnostic-shared,edit,1000,1,0,1,,git:ls-tree,1,9.719541,9.719541,9.719541
diagnostic-shared,edit,1000,1,0,1,,read,1,54.026417,54.026417,54.026417
diagnostic-shared,edit,1000,1,0,1,,encode-before,1,8.753083,8.753083,8.753083
diagnostic-shared,edit,1000,1,0,1,,encode-after,1,6.817417,6.817417,6.817417
diagnostic-shared,edit,1000,1,0,1,,git:rev-parse,1,8.150041,8.150041,8.150041
diagnostic-shared,edit,1000,1,0,1,,pins,1,24.737167,24.737167,24.737167
diagnostic-shared,edit,1000,1,0,1,,git:hash-object,1,28.908625,28.908625,28.908625
diagnostic-shared,edit,1000,1,0,1,,git:mktree,1,7.318042,7.318042,7.318042
diagnostic-shared,edit,1000,1,0,1,,git:commit-tree,1,12.455042,12.455042,12.455042
diagnostic-shared,edit,1000,1,0,1,,git:update-ref,1,12.594917,12.594917,12.594917
diagnostic-shared,edit,1000,1,0,1,,lock-held,1,156.154708,156.154708,156.154708
diagnostic-shared,observe,1000,1,0,1,,git:for-each-ref,11,85.982999,7.077042,8.660583
diagnostic-shared,observe,1000,1,0,1,,git:cat-file,18,175.241332,7.557333,13.402042
diagnostic-shared,observe,1000,1,0,1,,git:ls-tree,7,57.198084,7.515209,9.363916
diagnostic-shared,observe,1000,1,0,1,,lock-wait,4,0.533,0.0885,0.201833
diagnostic-shared,observe,1000,1,0,1,,read,4,214.571708,50.572542,57.1855
diagnostic-shared,observe,1000,1,0,1,,encode-before,4,34.785291,7.410916,10.375375
diagnostic-shared,observe,1000,1,0,1,,encode-after,4,27.388751,6.346542,7.675542
diagnostic-shared,observe,1000,1,0,1,,git:rev-parse,4,34.281958,8.000083,9.22425
diagnostic-shared,observe,1000,1,0,1,,pins,4,104.531167,23.960792,28.429875
diagnostic-shared,observe,1000,1,0,1,,lock-held,4,510.228625,97.144417,158.150958
diagnostic-shared,observe,1000,1,0,1,,git:hash-object,2,59.612125,28.670292,30.941833
diagnostic-shared,observe,1000,1,0,1,,git:mktree,2,16.727626,8.268209,8.459417
diagnostic-shared,observe,1000,1,0,1,,git:commit-tree,2,24.457374,11.976541,12.480833
diagnostic-shared,observe,1000,1,0,1,,git:update-ref,2,26.804000000000002,13.196375,13.607625
diagnostic-shared,complete,1000,1,0,1,,git:for-each-ref,13,104.58308300000002,7.099917,9.168458
diagnostic-shared,complete,1000,1,0,1,,git:cat-file,21,202.05683699999997,7.499709,13.093167
diagnostic-shared,complete,1000,1,0,1,,git:ls-tree,8,61.480417,7.256417,8.353625
diagnostic-shared,complete,1000,1,0,1,,lock-wait,5,0.442167,0.045959,0.140667
diagnostic-shared,complete,1000,1,0,1,,read,5,258.609459,48.714541,53.999834
diagnostic-shared,complete,1000,1,0,1,,encode-before,5,43.792667,8.02725,9.127417
diagnostic-shared,complete,1000,1,0,1,,encode-after,5,40.528499000000004,6.821166,8.984041
diagnostic-shared,complete,1000,1,0,1,,git:rev-parse,5,41.105917999999996,7.064375,9.729959
diagnostic-shared,complete,1000,1,0,1,,pins,5,127.51874999999998,23.981,26.986416
diagnostic-shared,complete,1000,1,0,1,,lock-held,5,733.479293,95.635458,163.519542
diagnostic-shared,complete,1000,1,0,1,,git:hash-object,4,125.344499,30.449167,31.914541
diagnostic-shared,complete,1000,1,0,1,,git:mktree,4,33.847751,8.385709,8.561084
diagnostic-shared,complete,1000,1,0,1,,git:commit-tree,4,49.727875,11.2795,13.07425
diagnostic-shared,complete,1000,1,0,1,,git:update-ref,4,51.837166,11.821667,13.890208
