experiment,operation,completed,sources,worker,sample,error,phase,count,total_ms,min_ms,max_ms
diagnostic-shared,edit,1000,1,0,1,,git:update-ref,1,12.304417,12.304417,12.304417
diagnostic-shared,edit,1000,1,0,1,,lock-held,1,145.273834,145.273834,145.273834
diagnostic-shared,observe,1000,1,0,1,,git:for-each-ref,6,41.207583,6.539083,7.317625
diagnostic-shared,observe,1000,1,0,1,,git:cat-file,12,97.41225,6.028625,11.563542
diagnostic-shared,observe,1000,1,0,1,,git:ls-tree,4,27.231583999999998,6.507875,7.256084
diagnostic-shared,observe,1000,1,0,1,,lock-wait,2,0.19120900000000002,0.048167,0.143042
diagnostic-shared,observe,1000,1,0,1,,read,2,92.354667,45.590125,46.764542
diagnostic-shared,observe,1000,1,0,1,,encode-before,2,14.943625,7.321667,7.621958
diagnostic-shared,observe,1000,1,0,1,,encode-after,2,12.620667000000001,6.184,6.436667
diagnostic-shared,observe,1000,1,0,1,,pins,2,43.213291,21.032541,22.18075
diagnostic-shared,observe,1000,1,0,1,,git:hash-object,2,54.553416999999996,27.019,27.534417
diagnostic-shared,observe,1000,1,0,1,,git:mktree,2,14.724625,7.224292,7.500333
diagnostic-shared,observe,1000,1,0,1,,git:commit-tree,2,23.965292,11.366625,12.598667
diagnostic-shared,observe,1000,1,0,1,,git:update-ref,2,22.793126,10.941542,11.851584
diagnostic-shared,observe,1000,1,0,1,,lock-held,2,279.946916,137.96525,141.981666
diagnostic-shared,complete,1000,1,0,1,,git:for-each-ref,11,74.09166499999999,6.121333,7.097666
diagnostic-shared,complete,1000,1,0,1,,git:cat-file,22,174.20412599999997,5.812583,10.642375
diagnostic-shared,complete,1000,1,0,1,,git:ls-tree,7,47.234376,6.05375,7.735667
diagnostic-shared,complete,1000,1,0,1,,lock-wait,4,0.27458299999999997,0.053209,0.08525
diagnostic-shared,complete,1000,1,0,1,,read,4,184.096875,44.39525,47.278709
diagnostic-shared,complete,1000,1,0,1,,encode-before,4,31.559958,7.656958,8.168292
diagnostic-shared,complete,1000,1,0,1,,encode-after,4,24.555584000000003,5.89775,6.405042
diagnostic-shared,complete,1000,1,0,1,,pins,4,86.488208,20.387292,22.732916
diagnostic-shared,complete,1000,1,0,1,,git:hash-object,4,112.712667,26.790167,29.706333
diagnostic-shared,complete,1000,1,0,1,,git:mktree,4,28.498625,6.631792,7.812416
diagnostic-shared,complete,1000,1,0,1,,git:commit-tree,4,48.080915999999995,11.199,12.467333
diagnostic-shared,complete,1000,1,0,1,,git:update-ref,4,45.387665999999996,11.056708,11.616834
diagnostic-shared,complete,1000,1,0,1,,lock-held,4,562.999125,139.184917,142.407417
