experiment,operation,completed,sources,worker,sample,error,phase,count,total_ms,min_ms,max_ms
diagnostic-shared,edit,1000,1,0,1,,git:ls-tree,1,6.252166,6.252166,6.252166
diagnostic-shared,edit,1000,1,0,1,,read,1,51.075292,51.075292,51.075292
diagnostic-shared,edit,1000,1,0,1,,encode-before,1,8.63375,8.63375,8.63375
diagnostic-shared,edit,1000,1,0,1,,encode-after,1,7.17475,7.17475,7.17475
diagnostic-shared,edit,1000,1,0,1,,pins,1,26.165084,26.165084,26.165084
diagnostic-shared,edit,1000,1,0,1,,git:hash-object,1,35.231792,35.231792,35.231792
diagnostic-shared,edit,1000,1,0,1,,git:mktree,1,10.047791,10.047791,10.047791
diagnostic-shared,edit,1000,1,0,1,,git:commit-tree,1,16.986625,16.986625,16.986625
diagnostic-shared,edit,1000,1,0,1,,git:update-ref,1,14.889417,14.889417,14.889417
diagnostic-shared,edit,1000,1,0,1,,lock-held,1,173.314083,173.314083,173.314083
diagnostic-shared,observe,1000,1,0,1,,git:for-each-ref,6,46.14654,6.845125,9.780958
diagnostic-shared,observe,1000,1,0,1,,git:cat-file,12,104.18341699999999,6.536375,12.675167
diagnostic-shared,observe,1000,1,0,1,,git:ls-tree,4,29.344542,6.676917,7.610416
diagnostic-shared,observe,1000,1,0,1,,lock-wait,2,0.188417,0.068708,0.119709
diagnostic-shared,observe,1000,1,0,1,,read,2,95.75175,47.073875,48.677875
diagnostic-shared,observe,1000,1,0,1,,encode-before,2,15.418751,7.297459,8.121292
diagnostic-shared,observe,1000,1,0,1,,encode-after,2,12.182500000000001,5.74275,6.43975
diagnostic-shared,observe,1000,1,0,1,,pins,2,46.850334000000004,22.452959,24.397375
diagnostic-shared,observe,1000,1,0,1,,git:hash-object,2,57.792249999999996,28.770792,29.021458
diagnostic-shared,observe,1000,1,0,1,,git:mktree,2,14.478625000000001,6.966833,7.511792
diagnostic-shared,observe,1000,1,0,1,,git:commit-tree,2,24.297999,11.955916,12.342083
diagnostic-shared,observe,1000,1,0,1,,git:update-ref,2,24.525875,11.804083,12.721792
diagnostic-shared,observe,1000,1,0,1,,lock-held,2,292.163958,144.008875,148.155083
diagnostic-shared,complete,1000,1,0,1,,git:for-each-ref,11,99.555125,6.617875,23.88725
diagnostic-shared,complete,1000,1,0,1,,git:cat-file,22,234.757788,6.408333,36.67575
diagnostic-shared,complete,1000,1,0,1,,git:ls-tree,7,63.950459,6.329458,22.007458
diagnostic-shared,complete,1000,1,0,1,,lock-wait,4,0.674582,0.087333,0.264166
diagnostic-shared,complete,1000,1,0,1,,read,4,266.29024999999996,45.749958,119.899125
diagnostic-shared,complete,1000,1,0,1,,encode-before,4,32.945626000000004,6.586209,10.343875
diagnostic-shared,complete,1000,1,0,1,,encode-after,4,27.024375,5.686125,7.854708
diagnostic-shared,complete,1000,1,0,1,,pins,4,99.98079100000001,21.388209,31.363375
diagnostic-shared,complete,1000,1,0,1,,git:hash-object,4,116.48474999999999,26.750084,32.767416
diagnostic-shared,complete,1000,1,0,1,,git:mktree,4,31.784792,7.635875,8.549792
diagnostic-shared,complete,1000,1,0,1,,git:commit-tree,4,49.211082,11.613667,13.379916
diagnostic-shared,complete,1000,1,0,1,,git:update-ref,4,50.521833,12.063334,13.355875
diagnostic-shared,complete,1000,1,0,1,,lock-held,4,675.787166,141.925125,220.653875
